Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Moroni Torgan,DEM       ,CE,Sim            ,74457,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jair Bolsonaro,PP        ,RJ,Sim            ,74847,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Sergio Souza,PMDB      ,PR,Sim            ,178933,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ronaldo Nogueira,PTB       ,RS,Sim            ,163321,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jô Moraes,PCdoB     ,MG,Não            ,141503,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jean Wyllys,PSOL      ,RJ,Sim            ,160672,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Danrlei de Deus Hinterholz,PSD       ,RS,Sim            ,160552,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Lucas Vergilio,Solidaried,GO,Sim            ,178879,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Hissa Abrahão,PPS       ,AM,Sim            ,178849,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Lucio Mosquini,PMDB      ,RO,Sim            ,178954,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Keiko Ota,PSB       ,SP,Não            ,160659,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Indio da Costa,PSD       ,RJ,Sim            ,141389,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Tereza Cristina,PSB       ,MS,Sim            ,178901,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Lindomar Garçon,PMDB      ,RO,Sim            ,141483,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Bruno Covas,PSDB      ,SP,Sim            ,178976,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Flaviano Melo,PMDB      ,AC,Sim            ,141434,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcus Pestana,PSDB      ,MG,Sim            ,159238,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Arnaldo Jordy,PPS       ,PA,Sim            ,160602,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ezequiel Fonseca,PP        ,MT,Sim            ,178904,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Stefano Aguiar,PSB       ,MG,Não            ,92776,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Alexandre Serfiotis,PSD       ,RJ,Sim            ,178833,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Daniel Coelho,PSDB      ,PE,Sim            ,178916,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Nilto Tatto,PT        ,SP,Não            ,178986,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ronaldo Benedet,PMDB      ,SC,Sim            ,160515,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Bonifácio de Andrada,PSDB      ,MG,Sim            ,74650,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Abel Mesquita Jr.,PDT       ,RR,Sim            ,178957,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Cabo Daciolo,PSOL      ,RJ,Sim            ,178938,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Kaio Maniçoba,PHS       ,PE,Sim            ,178918,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Tenente Lúcio,PSB       ,MG,Sim            ,178898,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,José Carlos Araújo,PSD       ,BA,Sim            ,74140,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Arlindo Chinaglia,PT        ,SP,Não            ,73433,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcelo Matos,PDT       ,RJ,Sim            ,76287,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Sandro Alex,PPS       ,PR,Sim            ,160621,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Mendonça Filho,DEM       ,PE,Não            ,74428,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Maria Helena,PSB       ,RR,Não            ,64960,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Giovani Cherini,PDT       ,RS,Sim            ,160673,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,André Fufuca,PEN       ,MA,Sim            ,178882,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Benjamin Maranhão,Solidaried,PB,Sim            ,74040,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Luis Carlos Heinze,PP        ,RS,Sim            ,73483,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Alfredo Nascimento,PR        ,AM,Sim            ,178846,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Renata Abreu,PTN       ,SP,Não            ,178989,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Cabo Sabino,PR        ,CE,Não            ,178865,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rafael Motta,PROS      ,RN,Sim            ,178951,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rômulo Gouveia,PSD       ,PB,Sim            ,141536,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marx Beltrão,PMDB      ,AL,Sim            ,178843,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ana Perugini,PT        ,SP,Não            ,178973,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Missionário José Olimpio,PP        ,SP,Sim            ,160561,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Leônidas Cristino,PROS      ,CE,Sim            ,74299,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Pedro Vilela,PSDB      ,AL,Sim            ,178844,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,José Rocha,PR        ,BA,Não            ,74554,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcon,PT        ,RS,Não            ,160535,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Bilac Pinto,PR        ,MG,Não            ,141513,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Cícero Almeida,PRTB      ,AL,Não            ,178841,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,José Otávio Germano,PP        ,RS,Sim            ,74395,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Andre Moura,PSC       ,SE,Sim            ,160543,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Walter Ihoshi,PSD       ,SP,Sim            ,141560,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ademir Camilo,PROS      ,MG,Não            ,133374,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Lobbe Neto,PSDB      ,SP,Sim            ,74277,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcelo Aguiar,DEM       ,SP,Não            ,160660,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Sandes Júnior,PP        ,GO,Não            ,74372,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Davidson Magalhães,PCdoB     ,BA,Não            ,101309,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Silas Brasileiro,PMDB      ,MG,Sim            ,74765,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Wadson Ribeiro,PCdoB     ,MG,Não            ,137853,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Augusto Coutinho,Solidaried,PE,Sim            ,160665,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Fernando Monteiro,PP        ,PE,Sim            ,92699,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Osmar Bertoldi,DEM       ,PR,Não            ,180545,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Edinho Bez,PMDB      ,SC,Sim            ,73793,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,William Woo,PV        ,SP,Sim            ,141563,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Walney Rocha,PTB       ,RJ,Sim            ,160631,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marquinho Mendes,PMDB      ,RJ,Sim            ,181315,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Celso Jacob,PMDB      ,RJ,Sim            ,73568,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,José Fogaça,PMDB      ,RS,Sim            ,131966,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Mauro Pereira,PMDB      ,RS,Sim            ,124411,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Pastor Franklin,PTdoB     ,MG,Não            ,186775,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Silas Freire,PR        ,PI,Sim            ,187008,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Roberto Freire,PPS       ,SP,Sim            ,73805,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Merlong Solano,PT        ,PI,Não            ,188097,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Delegado Edson Moreira,PTN       ,MG,Sim            ,178893,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Soraya Santos,PMDB      ,RJ,Sim            ,178946,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jandira Feghali,PCdoB     ,RJ,Não            ,74848,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Paulo Pereira da Silva,Solidaried,SP,Sim            ,141518,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Adelson Barreto,PTB       ,SE,Sim            ,178968,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Newton Cardoso Jr,PMDB      ,MG,Sim            ,178896,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Alexandre Baldy,PSDB      ,GO,Sim            ,178875,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Paulão,PT        ,AL,Não            ,171617,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jose Stédile,PSB       ,RS,Não            ,160607,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Tiririca,PR        ,SP,Não            ,160976,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Pr. Marco Feliciano,PSC       ,SP,Sim            ,160601,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Weliton Prado,PT        ,MG,Sim            ,160518,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Alexandre Leite,DEM       ,SP,Não            ,160545,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Goulart,PSD       ,SP,Sim            ,178980,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Darcísio Perondi,PMDB      ,RS,Sim            ,73891,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Assis do Couto,PT        ,PR,Não            ,74378,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Professor Victório Galli,PSC       ,MT,Sim            ,148134,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Paulo Azi,DEM       ,BA,Não            ,178860,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Zenaide Maia,PR        ,RN,Não            ,178949,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Waldir Maranhão,PP        ,MA,Sim            ,141558,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Simone Morgado,PMDB      ,PA,Sim            ,178911,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Wellington Roberto,PR        ,PB,Sim            ,74043,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jony Marcos,PRB       ,SE,Não            ,178971,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Glauber Braga,PSB       ,RJ,Não            ,152605,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Mara Gabrilli,PSDB      ,SP,Sim            ,160565,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Dagoberto,PDT       ,MS,Sim            ,141411,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Givaldo Carimbão,PROS      ,AL,Sim            ,74558,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Silas Câmara,PSD       ,AM,Sim            ,74356,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jéssica Sales,PMDB      ,AC,Sim            ,178839,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcelo Álvaro Antônio,PRP       ,MG,Sim            ,179000,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Major Olimpio,PDT       ,SP,Sim            ,178826,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Valdir Colatto,PMDB      ,SC,Sim            ,74010,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Weverton Rocha,PDT       ,MA,Sim            ,167493,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,João Derly,PCdoB     ,RS,Não            ,178965,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Fábio Sousa,PSDB      ,GO,Sim            ,178877,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Toninho Wandscheer,PT        ,PR,Não            ,178934,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Valmir Assunção,PT        ,BA,Não            ,160610,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Walter Alves,PMDB      ,RN,Sim            ,178952,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Nilson Pinto,PSDB      ,PA,Sim            ,74352,-,-
