Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Weliton Prado,PT        ,MG,Sim            ,160518,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Alexandre Leite,DEM       ,SP,Sim            ,160545,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Goulart,PSD       ,SP,Sim            ,178980,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Darcísio Perondi,PMDB      ,RS,Sim            ,73891,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Assis do Couto,PT        ,PR,Sim            ,74378,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pastor Eurico,PSB       ,PE,Não            ,160642,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Professor Victório Galli,PSC       ,MT,Sim            ,148134,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Iracema Portella,PP        ,PI,Sim            ,67138,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Paulo Azi,DEM       ,BA,Sim            ,178860,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Zenaide Maia,PR        ,RN,Obstrução      ,178949,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Waldir Maranhão,PP        ,MA,Sim            ,141558,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Simone Morgado,PMDB      ,PA,Sim            ,178911,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jony Marcos,PRB       ,SE,Sim            ,178971,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Glauber Braga,PSB       ,RJ,Obstrução      ,152605,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jéssica Sales,PMDB      ,AC,Sim            ,178839,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcelo Álvaro Antônio,PRP       ,MG,Sim            ,179000,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Major Olimpio Gomes,PDT       ,SP,Sim            ,178826,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Valdir Colatto,PMDB      ,SC,Sim            ,74010,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Luciano Ducci,PSB       ,PR,Sim            ,178931,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Valadares Filho,PSB       ,SE,Sim            ,141384,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Weverton Rocha,PDT       ,MA,Sim            ,167493,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Luiz Nishimori,PR        ,PR,Sim            ,162332,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Julio Lopes,PP        ,RJ,Sim            ,74253,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,João Derly,PCdoB     ,RS,Sim            ,178965,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Fábio Sousa,PSDB      ,GO,Sim            ,178877,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jutahy Junior,PSDB      ,BA,Abstenção      ,74570,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Toninho Wandscheer,PT        ,PR,Sim            ,178934,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Valmir Assunção,PT        ,BA,Sim            ,160610,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Walter Alves,PMDB      ,RN,Sim            ,178952,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Nilson Pinto,PSDB      ,PA,Obstrução      ,74352,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Anderson Ferreira,PR        ,PE,Sim            ,160551,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Zeca do Pt,PT        ,MS,Sim            ,178902,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Tadeu Alencar,PSB       ,PE,Sim            ,178922,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Nelson Marchezan Junior,PSDB      ,RS,Sim            ,160567,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Dr. João,PR        ,RJ,Sim            ,178940,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Lucio Vieira Lima,PMDB      ,BA,Sim            ,94931,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcos Rotta,PMDB      ,AM,Sim            ,178850,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Augusto Carvalho,Solidaried,DF,Sim            ,73655,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Capitão Augusto,PR        ,SP,Sim            ,178829,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Luiz Cláudio,PR        ,RO,Sim            ,178955,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Alexandre Valle,PRP       ,RJ,Sim            ,178936,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ronaldo Martins,PRB       ,CE,Sim            ,122466,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jefferson Campos,PSD       ,SP,Obstrução      ,74273,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Arthur Virgílio Bisneto,PSDB      ,AM,Sim            ,178847,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Margarida Salomão,PT        ,MG,Sim            ,171619,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Orlando Silva,PCdoB     ,SP,Sim            ,178987,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Uldurico Junior,PTC       ,BA,Sim            ,178863,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Eliziane Gama,PPS       ,MA,Sim            ,178883,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Renato Molling,PP        ,RS,Sim            ,141527,-,-
