id_dep,nome,partido,uf,Cobrança de cursos em universidades públicas,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Infaticídio indígena,Lei trabalhista,Maioridade 1,Maioridade 2,Pensão,Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Terceirização total 2017,Terrorismo,Transgênico,Tributação serviços de internet,Voto Facultativo,Voto impresso
178848,Conceição Sampaio,pp,AM,não,sim,sim,sim,sim,não,abstenção,não,não,não,não,sim,não,sim,sim,não,não,sim,sim,sim,sim
178963,Covatti Filho,pp,RS,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,-,não,sim,não,não,sim
73768,Dilceu Sperafico,pp,PR,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
160599,Dimas Fabiano,pp,MG,sim,sim,não,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
141421,Eduardo da Fonte,pp,PE,não votou,não,sim,não votou,não votou,não votou,sim,não,sim,sim,sim,não votou,sim,não votou,sim,sim,não votou,não votou,não votou,não votou,não votou
160649,Esperidião Amin,pp,SC,não,não,não,sim,não,não,sim,não,sim,sim,não,sim,não,sim,sim,não,não,sim,não votou,não,sim
178904,Ezequiel Fonseca,pp,MT,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
66828,Fausto Pinato,pp,SP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,sim,sim,não,sim,não votou,não,sim
92699,Fernando Monteiro,pp,PE,sim,sim,não votou,sim,sim,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim
186775,Franklin Lima,pp,MG,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,não,não votou
160667,Guilherme Mussi,pp,SP,sim,não votou,sim,sim,sim,sim,não votou,-,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
178959,Hiran Gonçalves,pp,RR,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não votou,não,não
67138,Iracema Portella,pp,PI,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim
160570,Jerônimo Goergen,pp,RS,sim,não votou,sim,não,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,sim,sim,não,não votou,sim
74388,Jorge Boeira,pp,SC,não votou,não,não votou,não,não,não,não votou,não,sim,sim,não,sim,não,não,não,não,não votou,sim,não votou,sim,não votou
74395,José Otávio Germano,pp,RS,sim,não votou,sim,sim,não,não votou,sim,-,sim,sim,não,não votou,não,não votou,sim,-,não,sim,não votou,não votou,sim
74253,Julio Lopes,pp,RJ,sim,não,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não,sim
73483,Luis Carlos Heinze,pp,RS,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim,sim,não,sim
141487,Luiz Fernando Faria,pp,MG,sim,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,não,sim
141480,Lázaro Botelho,pp,TO,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não votou,sim
178867,Macedo,pp,CE,sim,sim,sim,sim,sim,não,não votou,-,não votou,não votou,sim,sim,sim,sim,não,-,sim,sim,sim,não,sim
151965,Maia Filho,pp,PI,não,sim,sim,sim,sim,sim,sim,sim,não,não,não votou,sim,não votou,sim,não votou,sim,sim,não votou,não votou,não votou,sim
178932,Marcelo Belinati,pp,PR,sim,não,não,sim,não,não,sim,não votou,sim,sim,não,sim,não,não,não,não votou,não,não,sim,sim,sim
74235,Marcus Vicente,pp,ES,sim,não votou,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,não,sim,sim,não,sim
178858,Mário Negromonte Jr.,pp,BA,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,não,sim
73781,Nelson Meurer,pp,PR,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim
74752,Odelmo Leão,pp,MG,sim,sim,não,sim,sim,não,sim,não votou,sim,sim,não,sim,não,sim,sim,não votou,não,sim,sim,não,sim
141517,Paulo Henrique Lustosa,pp,CE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,-,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou
132056,Paulo Maluf,pp,SP,não votou,não votou,não votou,sim,sim,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,-,não votou,sim,não votou,não,não votou
171620,Renato Andrade,pp,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou
141527,Renato Molling,pp,RS,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,sim,não,sim,sim,sim,não,sim,sim,sim,sim
160654,Renzo Braz,pp,MG,sim,sim,não votou,sim,sim,sim,não votou,sim,sim,sim,sim,sim,não,sim,não votou,sim,sim,sim,não votou,não,não votou
73788,Ricardo Barros,pp,PR,sim,não,não votou,sim,sim,sim,não votou,não votou,não,não,sim,sim,sim,não,sim,não votou,não votou,não votou,não votou,não votou,não votou
160655,Ricardo Izar,pp,SP,sim,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou,não,sim
73674,Roberto Balestra,pp,GO,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,não,sim,não votou,sim,sim,-,não,sim,sim,sim,sim
141529,Roberto Britto,pp,BA,sim,sim,não,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178861,Ronaldo Carletto,pp,BA,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178870,Rôney Nemer,pp,DF,não,sim,sim,sim,sim,não,sim,não,sim,sim,não votou,não,sim,sim,sim,não,sim,sim,sim,sim,sim
74372,Sandes Júnior,pp,GO,não votou,sim,sim,sim,sim,não,sim,não votou,sim,sim,sim,sim,não,sim,sim,não votou,sim,sim,sim,sim,sim
73424,Simão Sessim,pp,RJ,sim,não votou,não votou,não votou,não votou,não votou,não votou,sim,sim,sim,sim,não votou,sim,não votou,sim,sim,não votou,sim,não votou,não votou,não votou
160611,Toninho Pinheiro,pp,MG,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141558,Waldir Maranhão,pp,MA,não votou,não votou,não votou,sim,sim,sim,não votou,sim,não,sim,sim,sim,sim,não votou,não votou,não,sim,não votou,sim,não votou,não votou
178972,Alex Manente,pps,SP,sim,não,sim,não,não,não,sim,sim,sim,sim,não,sim,não,não,sim,não,sim,sim,sim,sim,sim
160602,Arnaldo Jordy,pps,PA,sim,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,não,não,não votou,não,não votou,sim,sim
160600,Arthur Oliveira Maia,pps,BA,sim,não votou,abstenção,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,sim,não votou,não votou,não votou,sim
164360,Carmen Zanotto,pps,SC,sim,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,sim,não,sim,sim,sim,sim,sim
178883,Eliziane Gama,pps,MA,não,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,não,não,sim,não,não,sim,sim
198198,Luzia Ferreira,pps,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
178880,Marcos Abrão,pps,GO,sim,não,sim,não,não,não,sim,sim,não,sim,não,sim,não,não,sim,sim,sim,sim,não,sim,sim
195997,Pollyana Gama,pps,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou
74048,Raul Jungmann,pps,PE,não votou,não,não votou,não votou,não,não votou,sim,não votou,não,não,não,não,não,não,sim,não votou,sim,não,não votou,não,não votou
73805,Roberto Freire,pps,SP,não votou,não,sim,não,não,não,sim,não votou,não,não,não votou,sim,não,não,sim,não votou,sim,sim,sim,não,abstenção
73466,Rubens Bueno,pps,PR,sim,não,sim,não,não,não,sim,sim,não,não,não,sim,não,não,sim,sim,sim,sim,não,sim,sim
178968,Adelson Barreto,pr,SE,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,sim,não,sim,não,não votou,sim,sim
141372,Aelton Freitas,pr,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,-,sim,sim,sim,não,sim
178936,Alexandre Valle,pr,RJ,sim,não,sim,não,sim,sim,sim,-,não votou,não votou,sim,sim,não,sim,sim,não,sim,sim,sim,sim,sim
178846,Alfredo Nascimento,pr,AM,sim,não votou,não votou,não,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,não votou,sim,não,sim,sim,sim,não votou,não votou
160551,Anderson Ferreira,pr,PE,sim,não,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não votou,sim
141513,Bilac Pinto,pr,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178999,Brunny,pr,MG,não,não,sim,não,não votou,não,não,sim,sim,sim,sim,não votou,sim,não,não,-,não votou,não,sim,não,sim
178865,Cabo Sabino,pr,CE,não,sim,não,não,sim,não,sim,não,sim,sim,sim,sim,sim,não,não,não,não votou,não votou,sim,sim,sim
194261,Cajar Nardes,pr,RS,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou
178829,Capitão Augusto,pr,SP,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178928,Christiane de Souza Yared,pr,PR,não,não,sim,não,não,não,sim,não,não,não,não,sim,não,não,não,não,sim,sim,sim,não,sim
178939,Clarissa Garotinho,pr,RJ,sim,não,sim,não,não,não,sim,não votou,não,não,sim,sim,não,sim,não,não votou,não votou,não,sim,não,sim
178893,Delegado Edson Moreira,pr,MG,não,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,sim,não,sim
164359,Delegado Waldir,pr,GO,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,não,sim,não,sim,sim,sim,sim,sim
178940,Dr. João,pr,RJ,sim,não,abstenção,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,não,sim
141417,Edio Lopes,pr,RR,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
74383,Giacobo,pr,PR,não votou,sim,não votou,não,sim,sim,não votou,sim,sim,sim,sim,não votou,sim,sim,sim,-,não votou,não votou,não votou,não,sim
160673,Giovani Cherini,pr,RS,sim,sim,sim,não,não votou,não,sim,-,não,não,não,sim,não,sim,sim,-,sim,sim,não,não,sim
129618,Gorete Pereira,pr,CE,sim,sim,sim,não votou,não votou,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,sim
160509,Jorginho Mello,pr,SC,sim,não votou,sim,não,não votou,sim,não votou,sim,sim,sim,sim,não votou,sim,não votou,sim,-,sim,sim,não votou,não votou,sim
74140,José Carlos Araújo,pr,BA,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim,não votou,não,sim
74554,José Rocha,pr,BA,sim,não votou,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou,sim
141458,João Carlos Bacelar,pr,BA,sim,não votou,não,não,sim,sim,não votou,sim,sim,não votou,sim,sim,sim,sim,não,sim,não votou,sim,não votou,não,sim
141478,Laerte Bessa,pr,DF,não,sim,não,não,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,sim
178955,Luiz Cláudio,pr,RO,sim,abstenção,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,-,abstenção,sim,sim,não,sim
162332,Luiz Nishimori,pr,PR,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141484,Lúcio Vale,pr,PA,não,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não,sim
166402,Magda Mofatto,pr,GO,não votou,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
195826,Marcelo Delaroli,pr,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou
179000,Marcelo Álvaro Antônio,pr,MG,sim,não,sim,sim,sim,não,sim,não,sim,sim,sim,sim,não,não,sim,sim,sim,sim,sim,não,sim
178983,Marcio Alvino,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
74050,Maurício Quintella Lessa,pr,AL,não votou,sim,abstenção,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não votou,não,sim
178985,Miguel Lombardi,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
74787,Milton Monti,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,-,sim,não votou,sim,não,sim
74017,Paulo Feijó,pr,RJ,sim,não,sim,não votou,não votou,não votou,sim,sim,sim,sim,sim,não votou,não,sim,sim,sim,não,sim,sim,não,sim
160558,Paulo Freire,pr,SP,sim,não,abstenção,não,sim,não,não votou,-,sim,sim,não,sim,não,sim,não votou,não,não votou,sim,sim,não,sim
178960,Remídio Monai,pr,RR,não votou,sim,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
187008,Silas Freire,pr,PI,não,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim
160976,Tiririca,pr,SP,sim,sim,sim,não,sim,sim,sim,não,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,não,sim
137070,Vicentinho Júnior,pr,TO,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não,sim
160591,Vinicius Gurgel,pr,AP,não votou,não,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,-,não votou,não votou,sim,não,não votou
74043,Wellington Roberto,pr,PB,sim,sim,sim,não,sim,sim,sim,-,sim,não votou,sim,sim,sim,sim,sim,-,sim,não votou,não votou,não,sim
178949,Zenaide Maia,pr,RN,não,sim,sim,não,sim,sim,sim,não,não,não,sim,sim,sim,sim,abstenção,não,sim,não,sim,não,sim
178836,Alan Rick,prb,AC,não,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,sim,sim,não,sim
141383,Antonio Bulhões,prb,SP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim
73437,Beto Mansur,prb,SP,sim,não votou,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim,sim,sim,sim,sim,não votou,não votou
178962,Carlos Gomes,prb,RS,sim,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim
73441,Celso Russomanno,prb,SP,sim,não,sim,não,sim,não,não votou,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,sim,não votou,não,sim
141408,Cleber Verde,prb,MA,sim,não votou,sim,não,sim,não,não votou,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou,sim
160576,César Halum,prb,TO,sim,não votou,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
196357,Dejorge Patrício,prb,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,-,não votou,não votou,não votou,não votou,não votou
160531,Jhonatan de Jesus,prb,RR,não,sim,não votou,não,sim,não,sim,-,sim,sim,não votou,sim,não,não,sim,sim,sim,sim,sim,não,não votou
178971,Jony Marcos,prb,SE,sim,não,sim,não,sim,não,não,não,sim,sim,sim,sim,sim,não,não,não,não votou,não,não votou,sim,sim
74366,João Campos,prb,GO,sim,não,abstenção,não,sim,sim,sim,-,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
74585,Lincoln Portela,prb,MG,abstenção,não votou,sim,não,sim,não,sim,não,sim,sim,sim,sim,não votou,não votou,não,não,sim,não,sim,não votou,sim
141483,Lindomar Garçon,prb,RO,não votou,sim,não votou,sim,sim,sim,não votou,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não votou
118594,Marcelo Squassoni,prb,SP,sim,não,abstenção,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
150418,Márcio Marinho,prb,BA,sim,não,não votou,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,não,sim,sim,sim,sim,não,sim
193982,Pastor Luciano Braga,prb,BA,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,abstenção,não votou,não votou,não votou,não votou,não votou
152610,Roberto Alves,prb,SP,não,não,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,sim,sim,não,sim
178944,Roberto Sales,prb,RJ,não,não,sim,não,sim,não,sim,-,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,sim,não,sim
122466,Ronaldo Martins,prb,CE,não,não,não,não,sim,não,sim,não,sim,sim,sim,sim,não,não,não,não,sim,sim,sim,não,sim
178945,Rosangela Gomes,prb,RJ,sim,não,sim,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,sim,-,sim,sim,sim,não,sim
74356,Silas Câmara,prb,AM,sim,sim,abstenção,não,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,sim,não,sim,sim,não,sim
178991,Sérgio Reis,prb,SP,não votou,não votou,não votou,não,sim,não,sim,-,não votou,não votou,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,não votou
178862,Tia Eron,prb,BA,sim,não,sim,não,sim,não,não votou,não votou,sim,sim,sim,sim,não,não,sim,-,sim,sim,sim,não,sim
141555,Vinicius Carvalho,prb,SP,não,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim
74213,Antonio Balhmann,pros,CE,não votou,não votou,não,não,não,sim,não votou,não votou,sim,sim,sim,sim,sim,não votou,sim,não votou,não votou,não votou,não votou,não votou,sim
160640,Eros Biondini,pros,MG,sim,sim,sim,sim,sim,sim,sim,não,não,sim,não,sim,não,sim,não,não,sim,sim,não votou,não,sim
141430,Felipe Bornier,pros,RJ,não votou,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,não votou,sim,não,sim,sim,sim,sim
178868,Odorico Monteiro,pros,CE,sim,sim,sim,não,não,não,abstenção,não,não,não,sim,sim,sim,sim,não,não,não votou,não,sim,não,sim
160637,Ronaldo Fonseca,pros,DF,sim,não,não,não,não,não,sim,não,sim,sim,não,sim,não,não,sim,não,não votou,sim,sim,sim,sim
178934,Toninho Wandscheer,pros,PR,sim,sim,sim,não,não,não,sim,sim,não,não votou,sim,sim,sim,sim,não,sim,sim,não votou,não,não,não votou
74308,Vicente Arruda,pros,CE,sim,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou
194260,Nivaldo Albuquerque,prp,AL,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou
178903,Adilton Sachetti,psb,MT,sim,sim,não,não,sim,sim,sim,-,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim,sim
178834,Bebeto,psb,BA,não votou,sim,sim,não,não,não,não,não,não,não,não,sim,não,sim,não,-,não,não,não votou,não,não votou
194258,Creuza Pereira,psb,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou
178838,César Messias,psb,AC,sim,sim,não,não,não votou,não,sim,-,não,não,não,não votou,não,sim,não votou,sim,não votou,não votou,não votou,não,sim
160528,Danilo Cabral,psb,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou
62881,Danilo Forte,psb,CE,não votou,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,-,não,sim,não votou,não,sim
178905,Fabio Garcia,psb,MT,sim,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,-,sim,sim,não votou,sim,sim
190149,Fabricio Oliveira,psb,SC,não,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou
141431,Fernando Coelho Filho,psb,PE,sim,sim,não,não,sim,sim,sim,sim,não,não,sim,sim,não,sim,sim,não votou,sim,não,sim,não,sim
178978,Flavinho,psb,SP,não,não,sim,não,não,não,sim,não,não,não,não,sim,não,sim,sim,não,sim,não,sim,não,sim
141441,George Hilton,psb,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,-,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou
74419,Gonzaga Patriota,psb,PE,não,não,sim,não,não,não,não votou,não,sim,sim,não,sim,não,sim,sim,-,sim,sim,não votou,não,sim
178964,Heitor Schuch,psb,RS,não,sim,sim,não,não,não,sim,não,não,não,não,sim,não,sim,não,-,sim,não,não votou,não,sim
97707,Heráclito Fortes,psb,PI,sim,não votou,não votou,sim,sim,sim,sim,sim,abstenção,sim,não votou,sim,não,sim,sim,-,sim,não,sim,não,não votou
141450,Hugo Leal,psb,RJ,sim,não votou,sim,sim,sim,sim,sim,-,não,não,sim,sim,sim,não votou,sim,-,sim,não votou,não votou,não votou,não votou
178842,JHC,psb,AL,não,sim,sim,não,não,não,sim,não,não,sim,não,sim,não,não,não votou,-,sim,sim,sim,sim,sim
73926,Janete Capiberibe,psb,AP,não,sim,sim,não,não,não,não votou,não,não,não,não votou,sim,não votou,sim,não,não,não votou,não votou,não votou,não,sim
160607,Jose Stédile,psb,RS,não,sim,sim,não,não,não,sim,não,não,não,não,sim,não,sim,não,não,não,não,não votou,não,sim
73714,José Reinaldo,psb,MA,sim,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,não,sim
178917,João Fernando Coutinho,psb,PE,não,sim,sim,não,sim,não,abstenção,sim,não,não,sim,sim,não,sim,sim,-,não,não,sim,não,sim
73586,Júlio Delgado,psb,MG,não,sim,sim,não,não,sim,sim,não,não,abstenção,não,sim,não votou,sim,sim,não,sim,não,sim,não,sim
160659,Keiko Ota,psb,SP,não votou,sim,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,-,não,não,não votou,não,sim
160663,Leopoldo Meyer,psb,PR,sim,não votou,sim,não,não,não,sim,não,não,não,não,sim,não,sim,sim,sim,sim,não,não votou,não,sim
81366,Luana Costa,psb,MA,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,-,não votou,não votou,não votou,não votou,não votou
178931,Luciano Ducci,psb,PR,não,sim,sim,não,sim,sim,sim,não,sim,sim,não,sim,não,sim,sim,sim,sim,sim,não votou,não,sim
178982,Luiz Lauro Filho,psb,SP,não,não,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não,sim,não,sim
64960,Maria Helena,psb,RR,não,sim,sim,não,sim,sim,sim,sim,não,não,não,sim,não,sim,não,sim,não votou,não,não votou,não,sim
178919,Marinaldo Rosendo,psb,PE,não,sim,sim,sim,não,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não votou,não votou,não,sim
160517,Paulo Foletto,psb,ES,sim,sim,sim,não,não,não,sim,sim,não,sim,não,sim,não,sim,sim,-,não,sim,sim,não,sim
178951,Rafael Motta,psb,RN,sim,sim,sim,não,sim,não,sim,não,não,sim,sim,sim,não votou,sim,não votou,não,sim,sim,não,não votou,sim
178926,Rodrigo Martins,psb,PI,não,sim,sim,não,não,sim,sim,sim,não votou,não votou,não,sim,não,sim,sim,sim,sim,não,não,não,sim
167614,Severino Ninho,psb,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou
178922,Tadeu Alencar,psb,PE,não,sim,sim,não,não,não,não,não,não,não,sim,sim,não,sim,não,-,não,não,não votou,não,sim
178898,Tenente Lúcio,psb,MG,não,sim,sim,não,sim,sim,sim,sim,não,não,não,sim,sim,sim,sim,sim,não,não,sim,sim,sim
178901,Tereza Cristina,psb,MS,sim,sim,sim,não votou,sim,não votou,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não,sim
141384,Valadares Filho,psb,SE,não,não votou,sim,não,sim,não,sim,não,não,sim,não,sim,não,não votou,não votou,-,sim,não,sim,não votou,sim
74459,Átila Lira,psb,PI,sim,sim,sim,não,sim,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim
160543,Andre Moura,psc,SE,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,sim,não,não votou,não votou,não votou,sim
74833,Arolde de Oliveira,psc,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou
92346,Eduardo Bolsonaro,psc,SP,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,sim,não,sim,sim,abstenção,sim
74270,Gilberto Nascimento,psc,SP,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,-,não,sim,não votou,não votou,sim
178855,Irmão Lazaro,psc,BA,não votou,sim,sim,não,não,sim,sim,não,não votou,sim,não,sim,não,não,sim,não,sim,sim,não votou,sim,sim
74847,Jair Bolsonaro,psc,RJ,não,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,abstenção,não,sim,sim,não,sim
