"Dim_1","Dim_2","novo_nome","destaque_partido"
0.657706517849392,0.0480673790091858,"Jerônimo Goergen-pp/RS","outros"
-0.0456373313304088,-0.292302460595254,"Jéssica Sales-pmdb/AC","pmdb"
0.00216670006048634,0.0156408190183328,"JHC-psb/AL","outros"
0.293867440815576,0.284238805530283,"JHC-solidaried/AL","outros"
-0.198793380047189,-0.187024514346249,"Jhonatan de Jesus-prb/RR","outros"
-0.1397590388869,0.0805137353846463,"João Arruda-pmdb/PR","pmdb"
0.601238987799371,0.150297998329431,"João Campos-psdb/GO","psdb"
-0.148808083741975,-0.212043826846066,"João Carlos Bacelar-pr/BA","outros"
0.588743054946056,0.0483062595297969,"João Castelo-psdb/MA","psdb"
-0.706930861283585,0.389913725562187,"João Daniel-pt/SE","pt"
-0.284594731934846,0.623705525912613,"João Derly-s.part./RS","outros"
0.253712493263288,0.239806753211544,"João Fernando Coutinho-psb/PE","outros"
0.621416529510903,-0.00949326921964183,"João Gualberto-psdb/BA","psdb"
-0.299874982264491,-0.240579187405817,"João Marcelo Souza-pmdb/MA","pmdb"
0.663370806559103,0.121300824618036,"João Paulo Papa-psdb/SP","psdb"
0.25768557097601,-0.189780131246605,"João Rodrigues-psd/SC","outros"
-0.0771657432921468,-0.265734631903515,"Joaquim Passarinho-psd/PA","outros"
-0.591378835106364,0.510164017461702,"Jô Moraes-pcdob/MG","outros"
-0.379577308185714,-0.11887974449131,"Jony Marcos-prb/SE","outros"
0.192914632340409,0.10978549000862,"Jorge Boeira-pp/SC","outros"
0.000115682106705699,0.00568817342441044,"Jorge Boeira-psd/SC","outros"
-0.139985026962779,-0.281554492182941,"Jorge Côrte Real-ptb/PE","outros"
-0.556045786645864,0.322531979263627,"Jorge Solla-pt/BA","pt"
0.436439291082958,-0.0758505607931216,"Jorge Tadeu Mudalen-dem/SP","outros"
-0.0890724830309778,-0.263522944176817,"Jorginho Mello-s.part./SC","outros"
-0.630603266660775,0.20222569402726,"José Airton Cirilo-pt/CE","pt"
0.454394321228156,-0.00171802213169145,"José Carlos Aleluia-dem/BA","outros"
-0.123183255811294,-0.333107837247595,"José Carlos Araújo-psd/BA","outros"
-0.146970270802092,0.217218586284989,"José Fogaça-pmdb/RS","pmdb"
-0.577866841176874,0.0703076924998671,"José Guimarães-pt/CE","pt"
-0.144752324117621,-0.0160495759627788,"José Maia Filho-solidaried/PI","outros"
-0.63422664614276,0.214467141250043,"José Mentor-pt/SP","pt"
-0.174349214097548,-0.30098482074977,"José Nunes-psd/BA","outros"
0.286644707899509,0.0137050551971108,"José Otávio Germano-pp/RS","outros"
-0.164132397861239,-0.292408827197312,"José Priante-pmdb/PA","pmdb"
0.169558401930223,-0.2077752196396,"José Reinaldo-psb/MA","outros"
-0.351079419125729,-0.259332905066928,"José Rocha-pr/BA","outros"
0.249377171030858,0.523693636758956,"Jose Stédile-psb/RS","outros"
-0.16231657148043,-0.208409633881376,"Josi Nunes-pmdb/TO","pmdb"
0.022433122265787,-0.22210675267142,"Josué Bengtson-ptb/PA","outros"
-0.151154227365756,-0.364512410311344,"Jovair Arantes-ptb/GO","outros"
-0.114230396360861,-0.27640530366946,"Jozi Rocha-ptb/AP","outros"
0.431775068801629,-0.0310157934283935,"Júlia Marinho-psc/PA","outros"
-0.172208796085093,-0.296575020289467,"Júlio Cesar-psd/PI","outros"
0.220878591401287,0.163934541020997,"Júlio Delgado-psb/MG","outros"
0.116334920457725,-0.296291214813912,"Julio Lopes-pp/RJ","outros"
-0.0360967805519307,-0.163073690100603,"Junior Marreca-pen/MA","outros"
-0.128089043476198,-0.280526223773155,"Juscelino Filho-prp/MA","outros"
0.530113950896301,0.0500099999554079,"Jutahy Junior-psdb/BA","psdb"
-0.0260862479515859,-0.199235626998289,"Kaio Maniçoba-phs/PE","outros"
0.226358383083653,0.0824233879952128,"Keiko Ota-psb/SP","outros"
0.281191491416599,-0.00872063550141852,"Laercio Oliveira-solidaried/SE","outros"
-0.20770206969608,-0.263774071620108,"Laerte Bessa-pr/DF","outros"
-0.0335669299418006,-0.262032569776134,"Laudivio Carvalho-pmdb/MG","pmdb"
-0.231292344411202,-0.368607104203242,"Lázaro Botelho-pp/TO","outros"
0.457330949057467,0.359693764117006,"Leandre-pv/PR","outros"
-0.0971788402666757,-0.0358435618094941,"Lelo Coimbra-pmdb/ES","pmdb"
-0.635812570316725,0.264511433274151,"Leo de Brito-pt/AC","pt"
-0.546940483538962,0.313282015304807,"Leonardo Monteiro-pt/MG","pt"
-0.214812928430742,-0.364624379997896,"Leonardo Picciani-pmdb/RJ","pmdb"
-0.0734496173282785,-0.309210192446365,"Leonardo Quintão-pmdb/MG","pmdb"
-0.361427681371957,-0.0572730818882285,"Leônidas Cristino-pros/CE","outros"
0.2658372172513,0.270377950244929,"Leopoldo Meyer-psb/PR","outros"
-0.230335056093249,-0.104046737521868,"Lincoln Portela-pr/MG","outros"
-0.19384541404404,-0.34087666420246,"Lindomar Garçon-pmdb/RO","pmdb"
0.67220200650335,0.156415703439613,"Lobbe Neto-psdb/SP","psdb"
0.64695478590021,0.043665007449104,"Lucas Vergilio-solidaried/GO","outros"
-0.544506724398629,0.44296770090503,"Luciana Santos-pcdob/PE","outros"
0.338227843536289,0.177695049475862,"Luciano Ducci-psb/PR","outros"
-0.175016138475287,-0.321583213517887,"Lucio Mosquini-pmdb/RO","pmdb"
-0.324288579083891,-0.28929365079911,"Lúcio Vale-pr/PA","outros"
-0.00849283307672964,-0.322268160099727,"Lucio Vieira Lima-pmdb/BA","pmdb"
0.703246335758836,0.0651426303111312,"Luis Carlos Heinze-pp/RS","outros"
-0.2143304589,-0.0974320070028954,"Luis Tibé-ptdob/MG","outros"
-0.0781348406541115,0.534841286442875,"Luiza Erundina-psb/SP","outros"
-0.231929598565227,-0.181620906786169,"Luiz Carlos Busato-ptb/RS","outros"
0.579499080730138,0.142640016885801,"Luiz Carlos Hauly-psdb/PR","psdb"
-0.146995835588291,-0.236974625280737,"Luiz Carlos Ramos-psdc/RJ","outros"
-0.268527461097752,-0.334209722616928,"Luiz Cláudio-pr/RO","outros"
-0.737263082892569,0.476263276541109,"Luiz Couto-pt/PB","pt"
-0.0655038474383594,-0.329235656577873,"Luiz Fernando Faria-pp/MG","outros"
-0.388457646426099,0.371464285274521,"Luizianne Lins-pt/CE","pt"
0.158431942104799,-0.10191451134268,"Luiz Lauro Filho-psb/SP","outros"
-0.196924649406874,-0.350347779829149,"Luiz Nishimori-s.part./PR","outros"
-0.540682738162702,0.285748909726238,"Luiz Sérgio-pt/RJ","pt"
-0.29925257543146,-0.097325983461677,"Macedo-psl/CE","outros"
