id_dep,nome,partido,uf,Cobrança.de.cursos.em.universidades.públicas,Coincidência.reeleição,Cota.para.mulheres.legislativo,Distritao,Financiamento.privado.para.partidos,Financiamento.privado.para.partidos.e.candidatos,Infaticídio.indígena,Maioridade.1,Maioridade.2,Pensão,Reeleição,Seguro.Desemprego,Tempo.Mandato,Terceirização,Terrorismo,Transgênico,Tributação.serviços.de.internet,Voto.Facultativo,Voto.impresso,Impeachment
178998,Raquel Muniz,psc,MG,sim,sim,sim,sim,sim,não,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,sim,sim
178999,Brunny,ptc,MG,não,não,sim,não,não votou,não,não,sim,sim,sim,não votou,sim,não,não,não votou,não,sim,não,sim,não
179000,Marcelo Álvaro Antônio,prp,MG,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim,sim
180545,Osmar Bertoldi,dem,PR,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não,não votou,sim,não votou,sim,não votou,não votou,não votou,não votou
181315,Marquinho Mendes,pmdb,RJ,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não votou
181316,Elizeu Dionizio,psdb,MS,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
181316,Elizeu Dionizio,solidaried,MS,não votou,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim,sim
185500,Deoclides Macedo,pdt,MA,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou
186775,Pastor Franklin,ptdob,MG,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,não votou,sim
187008,Silas Freire,pr,PI,não,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não,sim,não votou
188097,Merlong Solano,pt,PI,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não,não votou,abstenção,não votou,não votou,não votou,não votou
189593,Wadih Damous,pt,RJ,não,não,sim,não,não,não,não,não,não,não votou,sim,não votou,sim,não votou,não,não votou,sim,não,sim,não
190149,Fabricio Oliveira,psb,SC,não,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou,não votou
191684,Rosângela Curado,pdt,MA,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou
191923,Flavio Nogueira,pdt,PI,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
193726,Paulo Martins,psdb,PR,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
5830295,Capitão Fábio Abreu,ptb,PI,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
5830318,Miguel Corrêa,pt,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
5830335,Danilo Cabral,psb,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
5830356,Patrus Ananias,pt,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
5830368,Arnaldo Jardim,pps,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
5830460,Rejane Dias,pt,PI,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
5830461,André de Paula,psd,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
5830480,Rodrigo Garcia,dem,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
5830515,Pedro Paulo,pmdb,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
5830700,Marco Antônio Cabral,pmdb,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
5830733,Sebastião Oliveira,pr,PE,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,abstenção
5830793,Arolde de Oliveira,psc,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
