id_dep,nome,partido,uf,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Maioridade 1,Maioridade 2,Pensão, Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Transgênico,Voto Facultativo,Voto impresso
141408,Cleber Verde,prb,MA,-1,1,0,1,0,1,1,1,1,1,-1,1,1,-1,1
66828,Fausto Pinato,prb,SP,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1
160531,Jhonatan de Jesus,prb,RR,1,-1,0,1,0,1,1,-1,1,0,0,1,1,0,-1
178971,Jony Marcos,prb,SE,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1
118594,Marcelo Squassoni,prb,SP,0,-2,0,1,0,1,1,1,1,0,1,1,1,1,1
150418,Márcio Marinho,prb,BA,0,-1,0,1,0,1,1,1,1,0,0,0,1,0,1
152610,Roberto Alves,prb,SP,0,1,0,1,0,1,1,1,1,1,0,-1,1,0,1
178944,Roberto Sales,prb,RJ,0,1,0,1,0,1,1,1,1,-1,1,1,-1,0,1
122466,Ronaldo Martins,prb,CE,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
178945,Rosangela Gomes,prb,RJ,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1
178991,Sérgio Reis,prb,SP,-1,-1,0,1,0,-1,-1,1,1,1,-1,-1,1,-1,-1
178862,Tia Eron,prb,BA,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1
141555,Vinicius Carvalho,prb,SP,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
133374,Ademir Camilo,pros,MG,1,0,1,0,0,1,1,-1,1,0,1,0,1,0,1
74213,Antonio Balhmann,pros,CE,-1,0,0,0,1,1,1,1,1,1,-1,1,-1,-1,1
178906,Beto Salame,pros,PA,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
143632,Domingos Neto,pros,CE,-1,-2,1,1,0,0,-1,1,1,1,-1,1,1,-1,1
160643,Dr. Jorge Silva,pros,ES,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
74558,Givaldo Carimbão,pros,AL,0,0,0,1,1,0,0,1,1,1,1,1,1,-1,1
141450,Hugo Leal,pros,RJ,-1,1,1,1,1,0,0,1,1,1,-1,1,-1,-1,-1
74299,Leônidas Cristino,pros,CE,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1
74862,Miro Teixeira,pros,RJ,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
178951,Rafael Motta,pros,RN,1,1,0,1,0,0,1,1,1,-1,1,-1,1,-1,1
160637,Ronaldo Fonseca,pros,DF,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
141552,Valtenir Pereira,pros,MT,0,1,0,0,0,1,1,1,1,1,0,1,-1,0,1
178936,Alexandre Valle,prp,RJ,0,1,0,1,1,-1,-1,1,1,0,1,1,1,1,1
178886,Juscelino Filho,prp,MA,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
179000,Marcelo Álvaro Antônio,prp,MG,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1
178841,Cícero Almeida,prtb,AL,1,1,1,1,0,1,1,0,1,0,1,-1,1,0,1
178903,Adilton Sachetti,psb,MT,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
74459,Átila Lira,psb,PI,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
178834,Bebeto,psb,BA,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1
178838,César Messias,psb,AC,1,0,0,-1,0,0,0,0,-1,0,1,-1,-1,0,1
178905,Fabio Garcia,psb,MT,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
141431,Fernando Coelho Filho,psb,PE,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1
178978,Flavinho,psb,SP,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
152605,Glauber Braga,psb,RJ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
