tipo,numero,ano,nome_proposicao,id_proposicao,id_proposicao_principal,nome_proposicao_origem,tipo_proposicao,tema,ementa,explicacao_ementa,autor,ide_cadastro,uf_autor,partido_autor,data_apresentacao,regime_tramitacao,data_ultimo_despacho,ultimo_despacho,apreciacao,indexacao,situacao,link_inteiro_teor,apensadas
PL,3131,2008,PL 3131/2008,388449,NA,PLS 88/2007,Projeto de Lei,Direito Penal e Processual Penal,"Altera os arts. 61, 121, 129 e 147 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, e o art. 2º da Lei nº 8.072, de 25 de julho de 1990 - Lei dos Crimes Hediondos, para prever como qualificadora e circunstância que agrava a pena a hipótese de a vítima ou de o autor ser agente do Estado, no exercício de cargo ou função pública ou em decorrência da mesma.",NA,Senado Federal - Alvaro Dias,NA,PR,PSDB,27/03/2008,Urgência art. 155 RICD,26/03/2015,"Declarado prejudicado em face da aprovação da Subemenda Substitutiva Global apresentada ao Projeto de Lei n. 846/2015, apensado (Sessão Deliberativa Extraordinária de 26/03/2015 - 09:00).",Proposição Sujeita à Apreciação do Plenário,"Alteração, Código Penal, Lei dos Crimes Hediondos, fixação, circunstância agravante, crime, homicídio, lesão corporal, ameaça, agravação penal, crime hediondo, tortura, tráfico, drogas, entorpecente, terrorismo, autor, vítima, agente público, servidor público, policial, exercício funcional, cargo público, função pública.",MESA - Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=548411,NA
REQ,1121,2015,REQ 1121/2015 CPIPETRO,1805865,NA,NA,Requerimento,NA,"Solicita a convocação do Senhor GILES AZEVEDO, para prestar depoimento na CPI PETROBRAS.",NA,Onyx Lorenzoni,74399,RS,DEM,30/09/2015,Ordinária,NA,NA,Requerimento,NA,CPIPETRO - Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1393192,NA
PLN,1,2016,PLN 1/2016 CN,2080501,NA,NA,Projeto de Lei (CN) de Alteração da LDO,NA,"Altera a Lei 13.242, de 30 de dezembro de 2015, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2016.",NA,Presidência da República,NA,NA,NA,28/03/2016,Ordinária,NA,NA,.,NA,Tranformada no(a) Lei Ordinária 13291/2016,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1446289,NA
PL,4474,2004,PL 4474/2004,270277,NA,NA,Projeto de Lei,Organização Político-Administrativa do Estado (utilizado até a legislatura 53),"Acrescenta parágrafo ao art. 73 da Lei nº 9.504, de 30 de setembro de 1997, dispondo sobre a transferência voluntária de recursos em ano eleitoral.","Limita os valores das transferências voluntárias da União aos estados e municípios, e dos estados aos municípios, à média dos valores correspondentes às transferências realizadas nos três anos anteriores as eleições.",Sandes Júnior,74372,GO,PP,18/11/2004,Urgência art. 155 RICD,29/11/2004,"À Comissão de 
Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)",Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei das Eleições, limitação, valor, transferência voluntária, recursos financeiros, União Federal, Estados, Municípios, exceção, atendimento, situação, emergência, calamidade pública, combate, abuso de poder, poder econômico, campanha eleitoral.",MESA - Aguardando Apreciação pelo Senado Federal,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=251861,NA
PLP,366,2013,PLP 366/2013,603566,NA,PLS 386/2012,Projeto de Lei Complementar,Administração Pública; Tributação,"Altera a Lei Complementar nº 116, de 31 de julho de 2003, que dispõe sobre o Imposto sobre Serviços de Qualquer Natureza; a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa); e a Lei Complementar nº 63, de 11 de janeiro de 1990, que dispõe sobre critérios e prazos de crédito das parcelas do produto da arrecadação de impostos de competência dos Estados e de transferências por estes recebidas, pertencentes aos Municípios, e dá outras providências.",NA,Senado Federal - Romero Jucá,NA,RR,PMDB,06/12/2013,Urgência art. 155 RICD,04/02/2014,"Defiro o Requerimento n. 9.235/2013, nos termos dos arts. 142 e 143, II, “a”, do Regimento Interno da Câmara dos Deputados, para determinar a apensação dos Projetos de Lei Complementar n. 34/2011 e n. 183/2012 ao Projeto de Lei Complementar n. 366/2013. Publique-se. Oficie-se.

[ATUALIZAÇÃO DO DESPACHO DO PLP N. 366/2013: Às CDEIC, CFT (mérito e art. 54 do RICD) e CCJC (mérito e art. 54 do RICD). Proposição sujeita à apreciação do Plenário. Regime de tramitação: prioridade.]",Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei do ISS, Lei da Improbidade Administrativa, incidência, ISS, local, prestação de serviço, reparação, solo, plantio, silagem, colheita, semovente, vigilância, município, execução, transporte municipal, fixação, limite mínimo, alíquota, inclusão, relação, serviços, hospedagem, disponibilização, dados, texto, imagem, confecção, lente de contato, tatuagem, piercing, produção, gravação, edição, legenda, filme, videoteipe, costura, guincho, guindaste, transporte coletivo municipal,  propaganda, publicidade, traslado, cremação, cessão, cemitério, crime, improbidade administrativa, concessão, isenção, benefício fiscal, incentivo fiscal, critérios, destinação, ICMS, municípios.",MESA - Aguardando Apreciação pelo Senado Federal,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1207621,NA
REQ,4295,2016,REQ 4295/2016 => PL 2742/2015,2081629,1672799,NA,Requerimento de Urgência (Art. 155 do RICD),NA,Requer regime de urgência para apreciação do Projeto de Lei nº 2.742/2015.,NA,Andre Moura,160543,SE,PSC,06/04/2016,.,NA,NA,.,NA,MESA - Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1448960,NA
PL,2016,2015,PL 2016/2015,1514014,NA,NA,Projeto de Lei,Defesa e Segurança Nacional,"Altera a Lei nº 12.850, de 2 de agosto de 2013, e a Lei nº 10.446, de 8 de maio de 2002, para dispor sobre organizações terroristas.
NOVA EMENTA: Regulamenta o disposto no inciso XLIII do art. 5º da Constituição Federal, disciplinando o terrorismo, tratando de disposições investigatórias e processuais e reformulando o conceito de organização terrorista; e altera as Leis nºs 7.960, de 21 de dezembro de 1989, e 12.850, de 2 de agosto de 2013.",NA,Poder Executivo,NA,NA,NA,18/06/2015,Urgência art. 64 CF,04/11/2015,"(SUBSTITUTIVO DO SENADO)Às Comissões de Relações Exteriores e de Defesa Nacional e Segurança Pública e Combate ao Crime OrganizadoConstituição e Justiça e de Cidadania (Mérito e Art. 54, RICD) Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Urgência art. 64 CF",Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei Federal, classificação, atos, integração, pessoas, organização terrorista, penalidade, não aplicação, participação, individual, coletivo, manifestação pública, movimento social, irregularidade, conduta, agente público, recrutamento, treinamento, aumento da pena, crime contra a pessoa, motivo, ideologia política, terrorismo._Alteração, Lei Federal, atuação, Polícia Federal (PF), crime, terrorismo.",Tranformada no(a) Lei Ordinária 13260/2016,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1350712,NA
REQ,1117,2015,REQ 1117/2015 => PL 8122/2014,1050835,786894,NA,Requerimento de Urgência (Art. 155 do RICD),NA,"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 8122/2014.",NA,Celso Russomanno,73441,SP,PRB,24/03/2015,.,NA,NA,.,NA,MESA - Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313075,NA
PL,7469,2014,PL 7469/2014,613662,NA,NA,Projeto de Lei,Trabalho e Emprego,"Altera a Lei nº 12.382, de 25 de fevereiro de 2011, com o objetivo de estender o prazo referente à política de valorização do salário mínimo e, consequentemente, o seu aumento real, mantendo os índices de correção vigentes.","Fixa os percentuais a serem aplicados para o reajuste do salário mínimo entre 2016 e 2019, inclusive.",Paulo Pereira da Silva,141518,SP,SD,29/04/2014,Urgência art. 155 RICD,06/05/2014,"Deferido o Requerimento n. 10.111/2014, conforme despacho do seguinte teor: “Defiro o pedido contido no Requerimento n. 10.111/2014. Apense-se o Projeto de Lei n. 7.469/2014 ao Projeto de Lei n. 7.185/2014, que tramita apensado ao Projeto de Lei n. 3.771/2012, nos termos dos arts. 142, caput, e do art. 143, II, “b”, ambos do Regimento Interno da Câmara dos Deputados - RICD. Publique-se. Oficie-se.”",Proposição Sujeita à Apreciação do Plenário,"Alteração, ampliação, prazo, vigência, política, valorização, reajuste, salário mínimo,",PLEN - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1249462,NA
REQ,1118,2015,REQ 1118/2015 => PL 7885/2014,1050836,621737,NA,Requerimento de Urgência (Art. 155 do RICD),NA,"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 7885/2014.",NA,Eduardo da Fonte,141421,PE,PP,24/03/2015,.,NA,NA,.,NA,MESA - Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313076,NA
PEC,182,2007,PEC 182/2007,373327,NA,PEC 23/2007,Proposta de Emenda à Constituição,Organização Político-Administrativa do Estado (utilizado até a legislatura 53),"Altera os arts. 17, 46 e 55 da Constituição Federal, para assegurar aos partidos políticos a titularidade dos mandatos parlamentares e estabelecer a perda dos mandatos dos membros do Poder Legislativo e do Poder Executivo que se desfiliarem dos partidos pelos quais forem eleitos.",PEC da Fidelidade Partidária.,Senado Federal - Marco Maciel,NA,PE,DEM,23/10/2007,Especial,30/10/2007,"À Comissão de Constituição e Justiça e de Cidadania. 
Apensem-se a esta a PEC 85/95 e suas apensadas, e a PEC 124/07.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Especial",Proposição Sujeita à Apreciação do Plenário,"Legislativo, garantia, partido político, titularidade, mandato parlamentar, perda, mandato, membros, Executivo, Legislativo, desfiliação  partidária, infidelidade partidária, exceção, extinção, incorporação, fusão, perda de função pública, Presidente da República, Vice-Presidente da República, Governador, Vice-Governador,  Estados, Distrito Federal,  Juiz Eleitoral, Prefeito, Vice-Prefeito, Vereador, Deputado Federal, Senador, Deputado Estadual, Deputado Distrital, Mesa Diretora, comunicação, diretório nacional, diretório partidário, documento, comprovação, desligamento, representação partidária, obrigatoriedade, suplente, igualdade, sigla, membros, titular, Senado.",Tranformada no(a) Emenda Constitucional 91/2016,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=516056,NA
REQ,4376,2016,REQ 4376/2016 => PL 2747/2015,2082670,1672876,NA,Requerimento de Urgência (Art. 155 do RICD),NA,"Requeremos nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei nº 2.747, de 2015, que dispõe sobre o subsídio do Defensor Público-Geral Federal e dá outras providências.",NA,Rogério Rosso,160426,DF,PSD,27/04/2016,.,NA,NA,.,NA,MESA - Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1453010,NA
MPV,678,2015,MPV 678/2015,1515648,NA,NA,Medida Provisória,Administração Pública; Segurança Pública,"Altera a Lei nº 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas.

NOVA EMENTA: Altera as Leis nºs 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas - RDC, 7.210, de 11 de julho de 1984, 6.015, de 31 de dezembro de 1973, 8.935, de 18 de novembro de 1994, 11.196, de 21 de novembro de 2005, e 12.305, de 2 de agosto de 2010; e dá outras providências.","Aplica o Regime Diferenciado de Contratações Públicas - RDC nas licitações e contratos de construção, ampliação e reforma de estabelecimentos penais e unidades de atendimento socioeducativo e nas ações de Segurança Pública.",Poder Executivo,NA,NA,NA,24/06/2015,Urgência,06/10/2015,Ao Plenário para leitura. Publique-se.,Proposição Sujeita à Apreciação do Plenário,"Alteração, lei federal, Regime diferenciado de contratações públicas, construção, reforma, estabelecimento penal, unidade, atendimento socioeducativo, ações, segurança pública.",Tranformada no(a) Lei Ordinária 13190/2015,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1352472,NA
REQ,1219,2015,REQ 1219/2015 => PL 6726/2013,1194736,600101,NA,Requerimento de Urgência (Art. 155 do RICD),NA,"Requer urgência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, para apreciação do PL nº 6.726, de 2013, que dispõe sobre a exploração e a produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos, sob o regime de concessão, em áreas do pré-sal e em áreas estratégicas, e dá outras providências.",NA,Mendonça Filho,74428,PE,DEM,30/03/2015,.,NA,NA,.,NA,MESA - Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1315600,NA
MPV,661,2014,MPV 661/2014,808898,NA,NA,Medida Provisória,Finanças Públicas e Orçamento,"Autoriza a União a conceder crédito ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES e a destinar superávit financeiro das fontes de recursos existentes no Tesouro Nacional à cobertura de despesas primárias obrigatórias.

NOVA EMENTA: Autoriza a União a conceder crédito ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES e a destinar superávit financeiro das fontes de recursos existentes no Tesouro Nacional à cobertura de despesas primárias obrigatórias; e altera as Leis nºs 12.096, de 24 de novembro de 2009, 10.820, de 17 de dezembro de 2003, 8.213, de 24 de julho de 1991, e 8.112, de 11 de dezembro de 1990.",NA,Poder Executivo,NA,NA,NA,03/12/2014,Urgência,07/04/2015,Ao Plenário para leitura. Publique-se.,Proposição Sujeita à Apreciação do Plenário,"Autorização, União, concessão, crédito, Banco Nacional de Desenvolvimento Econômico e Social (BNDES), destinação, superavit financeiro, fonte de recursos, Tesouro Nacional, cobertura orçamentária, despesa.",Tranformada no(a) Lei Ordinária 13126/2015,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1290569,NA
PL,2020,2015,PL 2020/2015,1514136,NA,NA,Projeto de Lei,Direito Civil e Processual Civil,"Disciplina a ação de indisponibilidade de bens, direitos ou valores em decorrência de resolução do Conselho de Segurança das Nações Unidas - CSNU.",NA,Poder Executivo,NA,NA,NA,18/06/2015,Urgência art. 64 CF,01/10/2015,"EMENDAS DO SENADOÀs Comissões de Relações Exteriores e de Defesa NacionalConstituição e Justiça e de Cidadania (Mérito e Art. 54, RICD) e Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Urgência art. 64 CF",Proposição Sujeita à Apreciação do Plenário,"Disciplinamento, ação civil de indisponibilidade de bens valores e direitos, Resolução, Conselho de Segurança das Nações Unidas, bloqueio, bens, prevenção, financiamento, terrorismo, comercialização, arma de destruição em massa.",Tranformada no(a) Lei Ordinária 13170/2015,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1350840,NA
